time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-07-22T02:08:52.600Z,37.677,15.119,5.1,3,md,19,114,,,us,usp000d0nm,2014-11-07T01:22:56.860Z,"1 km E of Zafferana Etnea, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-21T04:27:28.700Z,38.464,15.132,19.7,2.5,md,9,77.9,,,us,usp000d0kh,2014-11-07T01:22:56.407Z,"15 km ESE of Canneto, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-17T16:43:34.900Z,37.862,16.477,10,2.8,md,7,273.5,,,us,usp000d0bj,2014-11-07T01:22:55.177Z,"34 km ESE of Brancaleone, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-15T21:17:20.900Z,38.02,16.051,9.4,2.7,md,10,234.3,,,us,usp000d085,2014-11-07T01:22:54.490Z,"2 km NE of Staiti, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-12T18:48:08.200Z,37.643,15.127,5,2.7,md,4,165.1,,,us,usp000d01h,2014-11-07T01:22:53.393Z,"0 km SSE of Pennisi, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-09T17:16:17.100Z,39.197,16.419,4,2.7,md,8,114.2,,,us,usp000czv5,2014-11-07T01:22:52.469Z,"4 km N of Parenti, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-05T15:58:31.400Z,39.272,15.527,258,2.6,md,8,178.5,,,us,usp000czm5,2014-11-07T01:22:51.182Z,"43 km SW of Cittadella del Capo, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-02T03:13:29.300Z,38.108,14.792,136.3,2.5,md,7,161,,,us,usp000czd4,2014-11-07T01:22:49.001Z,"1 km SSE of Naso, Italy",earthquake,,,,,reviewed,rom,rom
2004-07-01T16:46:07.400Z,38.168,14.905,10,2.6,md,5,158.8,,,us,usp000czc8,2014-11-07T01:22:48.482Z,"0 km SE of Gioiosa Marea, Italy",earthquake,,,,,reviewed,rom,rom
2004-06-25T03:42:51.700Z,38.727,15.592,173.6,2.5,md,5,218,,,us,usp000cyqk,2014-11-07T01:22:41.195Z,"24 km WNW of Santa Domenica, Italy",earthquake,,,,,reviewed,rom,rom
2004-06-15T16:27:17.200Z,38.6,15.526,147.8,2.6,md,10,187.7,,,us,usp000cxz2,2014-11-07T01:22:38.056Z,"28 km W of San Nicolò, Italy",earthquake,,,,,reviewed,rom,rom
2004-06-15T02:35:37.700Z,38.404,15.285,121.4,2.5,md,4,274.5,,,us,usp000cxxt,2014-11-07T01:22:37.881Z,"20 km N of Milazzo, Italy",earthquake,,,,,reviewed,rom,rom
2004-06-14T17:10:30.100Z,37.709,15.221,5,2.8,md,15,118.4,,,us,usp000cxx0,2014-11-07T01:22:37.697Z,"2 km SSE of Riposto, Italy",earthquake,,,,,reviewed,rom,rom
2004-06-06T10:28:21.900Z,37.836,15.68,21.7,2.6,md,13,160.6,,,us,usp000cx82,2014-11-07T01:22:34.298Z,"11 km SSW of Melito di Porto Salvo, Italy",earthquake,,,,,reviewed,rom,rom
2004-06-01T11:18:32.000Z,37.804,15.098,5.7,2.9,md,13,99.1,,,us,usp000cwtz,2014-11-07T01:22:29.400Z,"5 km SW of Linguaglossa, Italy",earthquake,,,,,reviewed,rom,rom
2004-06-01T10:32:29.000Z,37.791,15.101,2.3,3.8,md,40,64.7,,,us,usp000cwtt,2014-11-07T01:22:29.324Z,"6 km NNW of Sant'Alfio, Italy",earthquake,,,,,reviewed,rom,pdg
2004-06-01T10:14:12.000Z,37.718,15.094,5,2.7,md,9,220.5,,,us,usp000cwtq,2014-11-07T01:22:29.298Z,"2 km WSW of Milo, Italy",earthquake,,,,,reviewed,rom,rom
